,Dependent,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
917,1.01,10.160895061728395,10.160895061728395,0.04222222222222194,-0.04222222222222194,0.6305467233699167,9.3,156.56799999999998,151.528,155.99780708,52,0,0.15332187716171974,-0.5072081910518261,0.5072081910518261,0.15332187716171974,1.5,2.2,2.7,35.49569083384308,10.202868284081607,1.9757645090753406,-1.9435546644430177,2.1843411437668596,-1.7870371800380571,6.304372758155603,0.11161403409482194,1.9417167173945034,3.211310929132046,257.7830614243171,7.5604779323150675,5.042827435731552,5.798756381750007,4.736382105218448,2.6750003009575067,3.0529647739667345,1.8209888000386136,2.257424580510598,1.1165443708739402,1.3516414736616786,0.6197702836988198,0.8003129139275602,-1.02,190.28823830466132,7.091358574610246,2.7089444566765426,1.2771545289510258,63.05536731301502,5.106527394840706,5.749511833283905,6.286160523129555,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,11.600939890232516,18.19910120538483,5.022633313741326,5.563451491696996,9.901064578912528,17.88710041336207,0.0,0.0,0.0,0.0,0.0,28.785186010823153,0.0,5.749511833283905,0.0,0.0,5.749511833283905,11.600939890232516,11.39268791797026,0.0,0.0,10.357988675768818,18.19910120538483,5.022633313741326,0.0,0.0,37.3,0.0,4.794537184071822,0.0,11.3129633249809,11.308793836870882,0.0,18.19910120538483,0.0,0.0,0.0,16.70746728507322,0.0,5.525586419753086,10.160895061728395,9.389413580246913,0.21527777777777812,-0.04222222222222194,4.305401234567901,0.5567592592592592,0.0,0.0,0.0,10,1,2,0,0,0,0,1,0,1,0,0,2,1,3,0,1,0,0,0,0,0,1.9210096500996094,1,1.8580999999999999,38.50430000000001,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,2,0,10,3,1,0,3,3,0,1,4,2,1,1,0,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0
918,1.26,8.830092592592592,8.830092592592592,0.20925925925925903,-0.26476851851851824,0.5207233395115095,8.7,135.12199999999999,130.082,135.0320284,50,0,0.15822081428437007,-0.5042591086959847,0.5042591086959847,0.15822081428437007,1.2,1.9,2.4,16.302871824165752,10.198720924635653,1.9720454951656696,-1.9393349850842123,2.235095844936181,-1.7220435510085967,5.440927200206761,0.40337811836897197,1.94905391821596,3.200117780622309,288.1478479159225,7.5604779323150675,5.073691594068752,5.073691594068752,4.736382105218448,2.6588542649625224,2.6588542649625224,1.8152969228591624,1.8152969228591624,1.1045134902629554,1.1045134902629554,0.5929844079435964,0.5929844079435964,-1.69,192.95633790338005,6.4303369434416355,2.2753640159448265,1.0042972892268458,57.777392419754314,10.213054789681411,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,5.261891554738487,0.0,0.0,12.13273413692322,6.06636706846161,11.63267280448927,10.213054789681411,0.0,5.261891554738487,0.0,0.0,0.0,0.0,23.762552697081826,0.0,17.568244979360085,0.0,0.0,11.49902366656781,0.0,10.213054789681411,0.0,11.33111286753076,5.563451491696996,18.19910120538483,0.0,0.0,0.0,64.25,0.0,0.0,0.0,11.49902366656781,5.563451491696996,0.0,18.19910120538483,0.0,6.069221312792274,0.0,15.474946344419898,0.0,0.0,0.0,25.92009259259259,0.32898148148148176,-0.47402777777777727,5.724953703703704,0.0,0.0,0.0,0.0,10,2,3,0,0,0,0,1,0,1,0,0,3,2,3,0,0,0,0,0,0,0,1.463135729150774,1,0.9694799999999997,34.486599999999996,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,2,0,10,3,0,1,3,3,0,0,5,3,2,2,0,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0
919,0.3,10.789537037037038,10.789537037037038,0.11754629629629632,-0.27083333333333304,0.5752928935231857,8.7,135.12199999999999,130.08199999999997,135.0320284,50,0,0.211472737618751,-0.4612176997119251,0.4612176997119251,0.211472737618751,1.8,2.6,3.1,16.338807425745152,10.23380181091068,2.053782298202175,-1.8432120768665963,2.0196372823865607,-1.9284773376704776,5.941677669714417,0.09710912699043275,2.3808827889382522,2.7056337031711615,255.63351595901364,7.397341225498538,5.202867765183109,5.202867765183109,4.8425352551010965,2.7800059310573855,2.7800059310573855,1.7353683337084496,1.7353683337084496,1.035612669492366,1.035612669492366,0.5961397075906572,0.5961397075906572,-1.56,283.325051883652,6.558483412322274,2.8310247941163516,1.2315240743995615,57.8746605082761,4.417150937053347,6.4208216229260096,5.760247418874442,5.783244946364939,0.0,0.0,4.794537184071822,0.0,5.261891554738487,0.0,0.0,12.13273413692322,0.0,12.33238430843133,9.211688121125169,5.783244946364939,5.261891554738487,0.0,0.0,6.4208216229260096,0.0,24.156144551436718,0.0,6.069221312792274,0.0,0.0,0.0,0.0,5.783244946364939,0.0,11.33111286753076,16.975606225872273,22.813048069615622,0.0,0.0,0.0,54.0,0.0,4.794537184071822,0.0,17.96431398816539,0.0,0.0,6.263162995639057,18.201955449715495,0.0,0.0,9.679042491791833,4.7471759259259265,0.0,10.789537037037038,8.122987528344671,0.0,-0.019398148148147554,4.903228458049886,1.2898025321239608,0.0,0.0,0.14285714285714285,10,0,3,0,0,0,0,0,1,1,0,0,3,0,3,1,2,0,0,0,0,0,1.8567229152085172,1,1.37598,33.268499999999996,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,1,10,3,1,1,3,2,0,2,5,3,0,0,0,0,2,2,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0
920,0.55,10.341432350718065,10.341432350718065,0.08694444444444471,-0.4241666666666668,0.51066652768049,10.333333333333334,163.13600000000002,158.096,163.0381764,60,0,0.26973715556021954,-0.2778236159195016,0.2778236159195016,0.26973715556021954,1.5,2.3333333333333335,3.0833333333333335,16.62821666105792,10.22315858999758,2.0517620605159173,-1.8895683822230502,2.173471520657002,-1.8552629583459324,5.796753115688156,-0.38431773425021115,2.491190015989744,2.6767723266083934,434.89903839344754,8.552041763877789,6.020324848686146,6.020324848686146,5.770856947829097,3.347269863224628,3.347269863224628,2.39866546660806,2.39866546660806,1.634604749943705,1.634604749943705,1.0436749861715955,1.0436749861715955,-1.9099999999999997,924.2314959321951,6.778847132364837,2.2979937239293733,0.9142981320768249,67.16330534409751,0.0,0.0,0.0,0.0,5.687386274683562,0.0,15.21300007706661,0.0,5.098681808301038,0.0,0.0,6.06636706846161,17.518958351388015,16.63685533804701,4.923311048817671,16.590311206764618,0.0,10.197363616602075,0.0,0.0,0.0,34.51026304576348,0.0,0.0,0.0,5.687386274683562,0.0,0.0,15.120674665419745,0.0,10.114318268765572,0.0,24.395944776997908,0.0,10.902924932081056,0.0,71.82,4.923311048817671,10.114318268765572,0.0,5.687386274683562,0.0,10.902924932081056,12.13273413692322,12.263210640074686,0.0,10.197363616602075,0.0,0.0,0.0,9.917265684051399,17.56254913076342,0.8930555555555559,0.0,4.569259259259259,1.5578703703703702,0.0,0.0,0.0,12,1,5,0,0,0,0,1,1,2,0,0,3,1,5,1,1,0,0,0,0,0,1.2981456804709188,2,1.4710999999999996,42.74810000000001,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2,2,0,12,2,1,0,5,5,0,1,8,5,1,1,1,1,2,0,1,0,6,3,0,0,0,1,1,0,0,0,0,2,1
921,0.29,10.337747543461829,10.337747543461829,0.07569444444444473,-0.430277777777778,0.51066652768049,10.333333333333334,163.136,158.09599999999998,163.0381764,60,0,0.2711628157660979,-0.3443899278898975,0.3443899278898975,0.2711628157660979,1.5,2.3333333333333335,3.0833333333333335,16.628220250936458,10.265860351756938,2.0546533110338703,-1.8890884489480293,2.1633004998060255,-1.8595870984162406,5.764331558615797,-0.3843256408235035,2.491190015989744,2.6767723266083934,434.89903839344754,8.552041763877789,6.020324848686146,6.020324848686146,5.770856947829097,3.347269863224628,3.347269863224628,2.3610982448149738,2.3610982448149738,1.6146424661757348,1.6146424661757348,1.037137959741902,1.037137959741902,-1.91,924.2314959321951,6.778847132364837,2.2979937239293733,0.9142981320768249,67.19485177569278,4.9839785209472085,0.0,0.0,0.0,5.687386274683562,0.0,10.114318268765572,4.9839785209472085,0.0,0.0,0.0,6.06636706846161,12.13273413692322,22.284032558814737,4.923311048817671,16.720787709916085,0.0,9.967957041894417,0.0,0.0,0.0,34.640739548914944,0.0,0.0,0.0,5.687386274683562,0.0,0.0,14.891268090712089,0.0,10.114318268765572,0.0,24.52642128014937,0.0,11.033401435232523,0.0,71.82,4.923311048817671,10.114318268765572,0.0,5.687386274683562,5.516700717616262,5.516700717616262,18.460054211687762,6.06636706846161,0.0,9.967957041894417,0.0,0.0,0.0,16.647722978080118,10.337747543461829,1.4968055555555562,0.0,4.509398148148148,1.5083257747543461,0.0,0.0,0.0,12,1,5,0,0,0,0,1,1,2,0,0,3,1,5,1,1,0,0,0,0,0,1.2981456804709188,2,1.4710999999999996,42.74810000000001,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2,2,0,12,2,1,0,5,5,0,1,8,5,1,1,1,1,2,0,1,0,6,3,0,0,0,1,1,0,0,0,0,2,1
922,-0.4,10.35533950617284,10.35533950617284,0.18287037037037002,-1.1898148148148147,0.6786070990602082,9.545454545454545,172.567,167.527,171.9927217,58,0,0.3390237282478761,-0.5070510401006505,0.5070510401006505,0.3390237282478761,1.4545454545454546,2.090909090909091,2.5454545454545454,35.495690895550645,10.18418608875302,2.079536926380813,-1.9727834883561453,2.202895047525068,-1.9528955591120907,6.305370410445135,0.06935142189046896,1.9361507976020194,3.2322088703054916,295.7372022742226,8.430721420318145,5.412690762041884,6.168619708060339,5.1090609052806215,2.8283538489490887,3.206318321958316,1.966623567582672,2.4030593480546565,1.1890083249436754,1.424105427731414,0.6795621342156165,0.8516651581684838,-1.22,267.18881006907867,7.882249488752557,2.798693084990973,1.62083910422299,67.84960106521103,10.213054789681411,11.3129633249809,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,11.600939890232516,18.19910120538483,5.022633313741326,0.0,15.007591973753234,17.570245178184365,0.0,0.0,0.0,0.0,0.0,28.785186010823153,0.0,5.749511833283905,0.0,0.0,5.749511833283905,11.600939890232516,16.182360077633263,0.0,0.0,10.357988675768818,18.19910120538483,5.022633313741326,0.0,0.0,57.53,5.969305287951849,4.794537184071822,0.0,11.3129633249809,5.022633313741326,0.0,18.19910120538483,0.0,0.0,0.0,21.813994679913925,0.0,5.48645061728395,10.35533950617284,17.729197530864198,-0.18287037037037002,-1.4658333333333329,3.8554938271604935,0.0,0.0,0.0,0.0,11,2,3,0,0,0,0,1,0,1,0,0,2,2,4,0,1,0,0,0,0,0,2.0054542853041286,1,1.7437999999999998,40.076100000000004,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,3,0,11,4,1,0,3,3,0,1,6,3,2,2,0,0,4,0,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0
923,0.17,10.227314814814815,10.227314814814815,0.10879629629629672,-0.5796296296296299,0.36439360856037717,9.090909090909092,151.12099999999998,146.081,151.02694302,56,0,0.27937802935092976,-0.29761822185489145,0.29761822185489145,0.27937802935092976,1.3636363636363635,2.0,2.4545454545454546,16.628359941971915,10.185149732351034,2.092734962569562,-1.913136717898998,2.138850489276241,-1.9211126484853887,5.805236883116168,-0.38460135514299393,2.041531282186142,3.223906041284385,295.4920897763861,8.267584713501615,5.558709812839677,5.558709812839677,5.253218857624056,2.9404828336000453,2.9404828336000453,1.9337766403833472,1.9337766403833472,1.2604179182621613,1.2604179182621613,0.7534542588018097,0.7534542588018097,-1.71,336.85266156071344,7.397642626480085,2.916794426263587,1.402945662258468,62.61084305643714,0.0,0.0,6.286160523129555,0.0,5.687386274683562,0.0,14.908855452837393,0.0,0.0,0.0,12.13273413692322,6.06636706846161,6.06636706846161,10.486762540514666,9.717848232889493,11.973546797813118,0.0,0.0,0.0,0.0,0.0,39.943238034309005,0.0,0.0,0.0,5.687386274683562,0.0,0.0,11.209471571947226,0.0,10.114318268765572,10.357988675768818,24.26546827384644,0.0,0.0,0.0,60.209999999999994,4.923311048817671,14.908855452837393,0.0,11.250837766380558,6.286160523129555,0.0,18.19910120538483,6.06636706846161,0.0,0.0,0.0,0.0,0.0,19.875,10.227314814814815,-0.041666666666666075,0.0,5.802314814814814,0.4703703703703703,0.0,0.0,0.0,11,0,4,0,0,0,0,1,0,1,0,0,3,0,4,0,2,0,0,0,0,0,1.961582070946094,1,1.4073,38.48390000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,3,0,11,3,2,0,3,3,0,2,8,4,0,0,1,1,3,1,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0
924,0.14,10.158703703703704,10.158703703703704,0.06055555555555525,-0.5347222222222219,0.36439360856037717,9.090909090909092,151.12099999999998,146.081,151.02694302,56,0,0.26964072724846416,-0.2978918489705601,0.2978918489705601,0.26964072724846416,1.4545454545454546,2.1818181818181817,2.727272727272727,16.628222377289735,10.201909683363548,2.030619888899959,-1.8953701891865082,2.103580651453785,-1.8810375355594158,5.753762330967919,-0.3844481945769577,2.0455827449643653,3.0995997413346403,295.4920897763861,8.267584713501616,5.558709812839677,5.558709812839677,5.236382105218448,2.934499769456337,2.934499769456337,1.96994746205725,1.96994746205725,1.217111820177318,1.217111820177318,0.7116651169225969,0.7116651169225969,-1.7099999999999997,333.42998742919156,7.397642626480087,2.9167944262635888,1.6061694598688276,62.61084305643714,0.0,6.286160523129555,0.0,0.0,5.687386274683562,0.0,14.908855452837393,0.0,0.0,0.0,12.13273413692322,0.0,17.696185628620217,4.923311048817671,9.717848232889493,11.973546797813118,0.0,0.0,0.0,0.0,0.0,39.943238034309005,0.0,0.0,0.0,5.687386274683562,0.0,0.0,11.209471571947226,0.0,10.114318268765572,10.357988675768818,24.26546827384644,0.0,0.0,0.0,60.21,4.923311048817671,14.908855452837393,0.0,5.687386274683562,11.849612014826551,0.0,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,19.782685185185187,10.158703703703704,0.2581481481481487,0.0,5.557407407407408,0.5763888888888888,0.0,0.0,0.0,11,0,4,0,0,0,0,1,0,1,0,0,3,0,4,0,2,0,0,0,0,0,1.9615820709460956,1,1.4073,38.48390000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,3,0,11,3,2,0,3,3,0,2,8,4,0,0,1,1,3,1,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0
925,0.2,10.117781557067271,10.117781557067271,0.004074074074073897,-0.5053741496598638,0.36439360856037717,9.090909090909092,151.12099999999998,146.081,151.02694302,56,0,0.26896874002293986,-0.29789634093335254,0.29789634093335254,0.26896874002293986,1.2727272727272727,1.8181818181818181,2.1818181818181817,16.628213329167043,10.206479347332753,2.0155922506327477,-1.8902113863947376,2.0946218467047855,-1.870626987345058,5.745643105615269,-0.3844397682870195,2.0456060352867365,3.0008866459978685,278.242089776386,8.267584713501615,5.558709812839677,5.558709812839677,5.236382105218448,2.9344997694563375,2.9344997694563375,1.9664931383633013,1.9664931383633013,1.2399894085221252,1.2399894085221252,0.6746053889777928,0.6746053889777928,-1.71,335.4793897870248,7.397642626480085,2.916794426263587,1.6061694598688268,62.61084305643714,0.0,6.286160523129555,0.0,0.0,5.687386274683562,0.0,14.908855452837393,0.0,0.0,0.0,0.0,12.13273413692322,17.696185628620217,4.923311048817671,9.717848232889493,11.973546797813118,0.0,0.0,0.0,0.0,0.0,39.943238034309005,0.0,0.0,0.0,5.687386274683562,0.0,0.0,11.209471571947226,0.0,10.114318268765572,10.357988675768818,24.26546827384644,0.0,0.0,0.0,60.209999999999994,4.923311048817671,14.908855452837393,0.0,5.687386274683562,11.849612014826551,0.0,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,19.730188964474678,10.117781557067271,0.4362962962962966,0.0,5.406481481481482,0.6425850340136057,0.0,0.0,0.0,11,0,4,0,0,0,0,1,0,1,0,0,3,0,4,0,2,0,0,0,0,0,1.961582070946094,1,1.4073,38.483900000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,3,0,11,3,2,0,3,3,0,2,8,4,0,0,1,1,3,1,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0
926,0.97,13.012175925925925,13.012175925925925,0.3032407407407409,-0.7605787037037037,0.598057911957231,9.76923076923077,250.02299999999997,244.98299999999998,248.94368334,70,0,0.3146683655984967,-0.4881037505298075,0.4881037505298075,0.3146683655984967,1.6153846153846154,2.230769230769231,2.6923076923076925,79.91873101634498,10.264930422832046,2.194029886673694,-2.021380329398636,2.322876981945003,-1.9588448404315113,9.103010931784976,-0.3855711956650643,2.0243304153620687,3.378796863774733,355.8360457788036,10.008071689507773,6.582587951289253,8.168584490403957,6.057749310264366,3.2337926165043633,4.026790886061716,2.19709580876007,3.1127713375517594,1.3895932075743624,1.847430971970207,0.8844649230768358,1.302282646332121,-1.17,672.0776979002068,9.914530853761622,3.694598591556755,1.9461276538763728,81.59594919446783,4.736862953800049,0.0,5.817220841045895,5.749511833283905,0.0,5.687386274683562,10.114318268765572,4.39041504767482,0.0,0.0,15.929943897949348,6.06636706846161,10.539086584294024,12.033108590095203,14.05058905029254,21.61733017263291,0.0,0.0,0.0,0.0,7.109797541277533,32.5369927625671,0.0,5.749511833283905,4.736862953800049,10.077801322358383,5.749511833283905,15.929943897949348,12.033108590095203,0.0,15.931539109811467,0.0,16.605453652755635,0.0,0.0,0.0,52.370000000000005,16.427918164547126,14.504733316440394,0.0,5.749511833283905,4.472719515832414,6.06636706846161,13.176164609739143,0.0,0.0,20.6668068517494,0.0,17.870324074074073,2.9446116780045353,9.721435185185184,10.423148148148147,-0.3940972222222221,-1.1140972222222216,2.285462962962963,0.0,0.0,1.1798790627362057,0.14285714285714285,13,0,4,0,0,0,0,1,0,1,0,0,3,0,6,0,2,0,0,0,0,0,2.8177085944810525,1,2.505000000000001,47.306400000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,1,0,3,0,13,6,1,0,3,3,0,2,8,4,0,0,1,1,5,1,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0
927,-0.32,10.737561728395061,10.737561728395061,0.18287037037037002,-0.8664814814814814,0.5774714941546268,9.615384615384615,200.581,195.541,199.9988697,68,0,0.28173723731338296,-0.3653768319734294,0.3653768319734294,0.28173723731338296,1.5384615384615385,2.1538461538461537,2.6153846153846154,35.495691006136475,10.15334225793648,2.170840270773034,-1.975486503054381,2.2126043013301824,-2.126955308374446,6.306528029748931,-0.3846524955580524,2.0294487242805888,3.348659071315219,378.00044607215614,10.008071689507771,6.359324016659278,7.115252962677733,6.019744507803582,3.258570557464034,3.636535030473261,2.2828315583703676,2.7192673388423523,1.4207553683079006,1.655852471095639,0.8648268424038099,1.0369298663566773,-1.6199999999999999,665.6591815640331,9.467873462214413,3.403887793118564,1.9407868697421942,78.25399998033153,5.733667477162185,5.563451491696996,0.0,0.0,11.594566004035068,0.0,14.908855452837393,0.0,0.0,0.0,11.600939890232516,12.13273413692322,11.089000382202936,4.923311048817671,9.717848232889493,23.195505894267583,0.0,0.0,5.733667477162185,0.0,0.0,38.899504279588726,0.0,0.0,5.733667477162185,5.687386274683562,0.0,11.600939890232516,10.830490778169176,0.0,10.114318268765572,10.357988675768818,18.19910120538483,5.022633313741326,0.0,0.0,86.23,10.830490778169176,14.908855452837393,0.0,16.273471080121883,0.0,6.06636706846161,12.13273413692322,0.0,0.0,0.0,17.3346073673947,0.0,5.53520345175107,20.44565444696397,10.627753212396069,4.400154320987655,-0.8664814814814814,3.635493827160494,0.0,0.0,0.0,0.0,13,2,5,0,0,0,1,1,0,1,0,0,3,1,6,0,2,0,0,0,0,0,2.479044531140218,1,1.3471000000000004,46.62429999999999,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,2,0,3,0,13,5,2,0,3,3,0,2,9,5,2,1,1,1,5,0,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0
